Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Air Arabia,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-04-25 01:13:00,2025-04-25 06:45:01,5.533860229629713,1 Stop,Boeing 777,Business,Direct Booking,41180.06834307126,10177.010251460688,51357.07859453195,Regular,63.0
Air Arabia,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-09-16 19:23:00,2025-09-17 10:30:27,15.124294099331893,2 Stops,Boeing 777,First Class,Travel Agency,118943.93384318764,23841.590076478144,142785.52391966578,Regular,74.0
Air India,ZYL,"Osmani International Airport, Sylhet",SIN,Singapore Changi Airport,2025-08-12 14:42:00,2025-08-12 18:11:17,3.4881736628458158,1 Stop,Boeing 737,First Class,Direct Booking,108797.11040553816,22319.566560830724,131116.6769663689,Regular,26.0
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2026-01-30 01:34:00,2026-01-30 08:05:15,6.521007189601356,1 Stop,Boeing 777,Business,Travel Agency,139066.5075979953,24859.97613969929,163926.4837376946,Winter Holidays,44.0
US-Bangla Airlines,JSR,Jessore Airport,CXB,Cox's Bazar Airport,2025-08-24 15:41:00,2025-08-24 16:49:34,1.1427782133415618,Direct,Airbus A320,First Class,Travel Agency,11453.544603538492,200.0,11653.544603538492,Regular,32.0
Lufthansa,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-11-03 22:26:00,2025-11-03 23:20:23,0.9066229098913776,Direct,Airbus A320,Business,Direct Booking,5475.152249975339,200.0,5675.152249975339,Regular,14.0
Vistara,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-04-13 21:30:00,2025-04-14 11:32:46,14.046170692260764,2 Stops,Boeing 777,Business,Travel Agency,96797.32013208728,20519.598019813093,117316.91815190038,Regular,62.0
IndiGo,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-07 11:18:00,2025-10-08 01:33:10,14.252823226550356,2 Stops,Airbus A350,Economy,Online Website,50183.50147220195,13527.525220830292,63711.02669303224,Regular,38.0
Emirates,SPD,Saidpur Airport,CXB,Cox's Bazar Airport,2025-05-15 06:35:00,2025-05-15 07:26:38,0.860799388968526,Direct,Airbus A320,Business,Online Website,5394.523578284962,200.0,5594.523578284962,Regular,14.0
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-09-15 18:11:00,2025-09-16 06:59:01,12.800530555385343,1 Stop,Boeing 777,Economy,Travel Agency,13751.600953590429,8062.740143038564,21814.341096628992,Regular,48.0
FlyDubai,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-05-19 00:17:00,2025-05-19 05:27:54,5.1819383392290606,1 Stop,Airbus A350,Business,Travel Agency,85717.67156659659,16857.65073498949,102575.32230158609,Regular,89.0
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-06-13 00:16:00,2025-06-13 03:18:22,3.03966825360935,1 Stop,Boeing 787,First Class,Direct Booking,106908.65207928343,22036.29781189252,128944.94989117596,Regular,59.0
Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-03-22 20:09:00,2025-03-23 00:30:17,4.354822885506541,Direct,Boeing 787,First Class,Travel Agency,31361.692107335293,8704.253816100294,40065.94592343559,Regular,55.0
AirAsia,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-10-11 11:51:00,2025-10-11 14:07:50,2.2807131839780843,1 Stop,Boeing 737,Business,Travel Agency,35497.75912009754,11324.663868014632,46822.42298811217,Regular,85.0
US-Bangla Airlines,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-12-13 04:13:00,2025-12-13 06:16:31,2.0588420626939734,1 Stop,Boeing 737,Economy,Travel Agency,31031.08254793912,6654.662382190867,37685.74493012999,Winter Holidays,90.0
Emirates,JSR,Jessore Airport,IST,Istanbul Airport,2025-02-26 01:33:00,2025-02-26 08:12:08,6.652355825857725,1 Stop,Boeing 777,Economy,Online Website,47504.85717379049,11125.728576068574,58630.58574985906,Regular,15.0
Air Arabia,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-07-27 14:49:00,2025-07-27 15:30:56,0.6991145615568685,Direct,Airbus A320,Economy,Online Website,2664.6297314867315,200.0,3437.555677784078,Regular,3.0
Lufthansa,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-07-03 12:10:00,2025-07-03 16:24:57,4.249431389930241,Direct,Boeing 737,Economy,Direct Booking,11695.27765878419,5754.291648817629,17449.56930760182,Regular,13.0
Cathay Pacific,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-05-03 01:30:00,2025-05-03 04:43:06,3.218454972885506,Direct,Boeing 737,First Class,Direct Booking,147942.25145185416,28191.33771777812,176133.5891696323,Regular,66.0
Gulf Air,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-06-26 05:58:00,2025-06-26 07:04:55,1.1153342038301952,Direct,Airbus A320,First Class,Direct Booking,10105.83771954978,200.0,10305.83771954978,Regular,46.0
Emirates,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-09-28 10:16:00,2025-09-28 11:14:06,0.9685956878811334,Direct,Airbus A320,First Class,Online Website,10814.406138710674,200.0,11014.406138710674,Regular,9.0
US-Bangla Airlines,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-08-09 03:58:00,2025-08-09 07:54:40,3.9444533542528655,Direct,Boeing 737,First Class,Direct Booking,273900.3635501909,45085.05453252863,318985.4180827195,Regular,11.0
Etihad Airways,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-09-24 15:50:00,2025-09-25 06:40:16,14.837814967763675,1 Stop,Airbus A350,Economy,Direct Booking,31663.000573030688,10749.450085954602,42412.45065898529,Regular,81.0
Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-09-11 08:48:00,2025-09-11 09:18:00,0.5,Direct,Airbus A320,First Class,Travel Agency,10535.788710598228,200.0,10735.788710598228,Regular,37.0
Cathay Pacific,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-01-20 10:38:00,2025-01-20 13:25:19,2.7888595000856005,Direct,Boeing 787,Business,Direct Booking,112538.41594013688,22880.76239102053,135419.1783311574,Regular,15.0
Thai Airways,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-04-21 02:42:00,2025-04-21 06:29:23,3.789865648681821,1 Stop,Boeing 787,Economy,Travel Agency,8318.235581087907,7247.735337163186,15565.970918251092,Regular,85.0
Qatar Airways,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-11-09 05:23:00,2025-11-09 08:41:09,3.3025240840860097,Direct,Boeing 787,Economy,Online Website,67489.48698493426,16123.42304774014,83612.91003267441,Regular,5.0
FlyDubai,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-08-13 19:21:00,2025-08-13 21:31:06,2.1683364315716225,Direct,Boeing 787,First Class,Direct Booking,204903.5436910534,32735.53155365801,237639.07524471145,Regular,76.0
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-09-09 11:08:00,2025-09-09 14:21:05,3.2182507708574875,Direct,Boeing 787,Business,Direct Booking,53565.1319098133,14034.769786471996,67599.90169628529,Regular,61.0
British Airways,JSR,Jessore Airport,BZL,Barisal Airport,2025-05-23 08:47:00,2025-05-23 09:17:00,0.5,Direct,Airbus A320,Business,Travel Agency,7591.795035629116,200.0,7791.795035629116,Regular,69.0
Air India,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-12-26 02:57:00,2025-12-26 17:37:52,14.681320307141982,2 Stops,Boeing 777,First Class,Direct Booking,177844.98167031305,32676.74725054696,210521.72892086,Winter Holidays,78.0
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-01-08 04:16:00,2025-01-08 06:58:43,2.712037563274148,Direct,Boeing 737,Business,Direct Booking,94523.9147418086,16178.587211271291,132843.00234369587,Regular,4.0
Saudia,JSR,Jessore Airport,YYZ,Toronto Pearson International Airport,2025-09-11 17:21:00,2025-09-12 07:06:45,13.762615657308208,1 Stop,Airbus A350,Economy,Direct Booking,21575.98215983677,9236.397323975516,30812.379483812285,Regular,14.0
Lufthansa,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-10-01 13:31:00,2025-10-01 15:42:03,2.184305180134533,Direct,Boeing 787,Economy,Online Website,29688.390651762104,10453.258597764316,40141.64924952642,Regular,45.0
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-31 00:48:00,2025-03-31 01:36:47,0.8133052681697468,Direct,Airbus A320,Economy,Online Website,2868.084791503008,200.0,3068.084791503008,Eid,27.0
Kuwait Airways,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-04-27 11:25:00,2025-04-27 11:55:00,0.5,Direct,Airbus A320,Business,Online Website,8813.679304415604,200.0,9013.679304415604,Regular,46.0
SriLankan Airlines,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2026-03-18 04:42:00,2026-03-18 05:41:21,0.9893760522255798,Direct,Airbus A320,Business,Online Website,6249.955351706257,200.0,6449.955351706257,Regular,84.0
FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-05-30 15:31:00,2025-05-30 16:22:29,0.8581853453081089,Direct,Airbus A320,First Class,Travel Agency,10187.201626080969,200.0,10387.201626080969,Regular,44.0
Saudia,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-12-24 12:21:00,2025-12-25 01:07:04,12.76795738327626,1 Stop,Airbus A350,Business,Travel Agency,157555.0708736802,29633.26063105203,187188.33150473225,Winter Holidays,28.0
AirAsia,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-10-02 06:27:00,2025-10-02 10:29:01,4.033732894739092,Direct,Boeing 737,Business,Direct Booking,145718.9135653864,25857.83703480796,171576.75060019435,Regular,5.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-11-13 13:59:00,2025-11-13 20:54:01,6.91712435461051,1 Stop,Boeing 777,Business,Travel Agency,92050.58301654582,17807.587452481872,109858.17046902768,Regular,41.0
AirAsia,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-10-06 21:17:00,2025-10-07 00:25:46,3.146300949335841,Direct,Boeing 787,Economy,Travel Agency,9414.605366938056,7412.190805040708,16826.796171978764,Regular,9.0
Air India,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-02-22 07:37:00,2026-02-22 08:17:58,0.6827919778118723,Direct,Airbus A320,First Class,Direct Booking,81502.12980168422,14225.319470252633,95727.44927193686,Winter Holidays,59.0
US-Bangla Airlines,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-06-10 09:52:00,2025-06-10 10:59:17,1.121640994014976,Direct,Airbus A320,Economy,Travel Agency,2022.278367471532,200.0,2222.278367471532,Regular,17.0
Gulf Air,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-06-22 11:33:00,2025-06-22 18:29:07,6.935478928130498,1 Stop,Airbus A350,First Class,Direct Booking,170592.51771132046,29588.877656698067,200181.3953680185,Regular,61.0
Air Astra,BZL,Barisal Airport,IST,Istanbul Airport,2025-01-30 22:02:00,2025-01-31 04:21:53,6.331534581074088,1 Stop,Boeing 777,First Class,Travel Agency,261849.27670759897,43277.39150613984,305126.6682137388,Regular,11.0
US-Bangla Airlines,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-03-03 10:26:00,2025-03-03 19:20:51,8.914428842504023,1 Stop,Boeing 777,First Class,Direct Booking,58919.7312110908,14837.95968166362,73757.69089275443,Regular,33.0
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2025-08-11 22:11:00,2025-08-12 06:15:54,8.081835622787695,1 Stop,Airbus A350,First Class,Online Website,144935.29879760792,27740.294819641185,172675.5936172491,Regular,70.0
Saudia,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-06-27 06:12:00,2025-06-27 08:55:37,2.7271482903568875,Direct,Boeing 737,Business,Travel Agency,128372.46107990612,21255.86916198592,149628.33024189205,Regular,7.0
Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-07-14 18:00:00,2025-07-14 18:59:10,0.9863656933141676,Direct,Airbus A320,First Class,Online Website,10474.409523794884,200.0,10674.409523794884,Regular,52.0
Lufthansa,RJH,"Shah Makhdum Airport, Rajshahi",SPD,Saidpur Airport,2025-03-18 02:22:00,2025-03-18 02:53:09,0.5193117203321094,Direct,Airbus A320,Economy,Direct Booking,2312.008320578665,200.0,2512.008320578665,Regular,49.0
Saudia,SPD,Saidpur Airport,JSR,Jessore Airport,2025-06-30 02:32:00,2025-06-30 03:29:10,0.9529479770843556,Direct,Airbus A320,First Class,Direct Booking,12242.777788310674,200.0,12442.777788310674,Regular,57.0
Emirates,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-03-16 05:30:00,2025-03-16 19:33:24,14.056849476075891,1 Stop,Boeing 777,Business,Direct Booking,115446.31865066144,23316.947797599216,138763.26644826066,Regular,44.0
Air India,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2026-03-07 04:57:00,2026-03-07 07:42:44,2.76243053310582,Direct,Boeing 787,Economy,Direct Booking,55110.232555968665,14266.5348833953,69376.76743936396,Regular,73.0
Gulf Air,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-08-31 15:51:00,2025-09-01 05:17:56,13.448951898941097,1 Stop,Airbus A350,Economy,Direct Booking,52598.42194340003,13889.763291510004,66488.18523491004,Regular,82.0
Air India,JSR,Jessore Airport,YYZ,Toronto Pearson International Airport,2025-12-08 23:16:00,2025-12-09 11:47:40,12.527781008464055,2 Stops,Airbus A350,Economy,Direct Booking,43886.52617602011,12582.978926403017,56469.50510242312,Winter Holidays,14.0
Malaysian Airlines,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-05-30 08:49:00,2025-05-30 10:29:35,1.6765163534456795,Direct,Airbus A320,First Class,Travel Agency,11556.182394599618,200.0,11756.182394599618,Regular,22.0
Lufthansa,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-06-06 07:13:00,2025-06-06 10:14:32,3.025795471361336,Direct,Boeing 787,Business,Online Website,51508.8762896666,13726.33144344999,65235.20773311659,Hajj,46.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-01-06 10:43:00,2026-01-06 11:32:37,0.8271228727718863,Direct,Airbus A320,Business,Direct Booking,8057.698559491378,200.0,8257.698559491379,Winter Holidays,81.0
Air Astra,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-11-16 03:33:00,2025-11-16 04:46:05,1.218149275743028,Direct,Airbus A320,First Class,Travel Agency,12491.332340980434,200.0,12691.332340980434,Regular,18.0
Lufthansa,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-07-04 22:46:00,2025-07-05 01:17:13,2.5203319904715986,Direct,Boeing 787,First Class,Online Website,193492.72946493456,35023.90941974019,228516.6388846748,Regular,54.0
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-12-11 01:40:00,2025-12-11 08:33:19,6.8886448180109126,1 Stop,Boeing 777,Economy,Online Website,6247.164749774351,4937.074712466152,11184.239462240505,Winter Holidays,68.0
IndiGo,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-05-17 05:57:00,2025-05-17 08:12:08,2.252495872693352,1 Stop,Boeing 737,Business,Travel Agency,76727.69749389112,13509.154624083669,90236.85211797478,Regular,66.0
Qatar Airways,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-12-06 19:53:00,2025-12-06 23:05:42,3.211887762171572,Direct,Boeing 787,Business,Online Website,54391.786620177605,14158.76799302664,68550.55461320425,Winter Holidays,47.0
Lufthansa,BZL,Barisal Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-05-18 18:53:00,2025-05-18 19:32:39,0.6608605833976172,Direct,Airbus A320,Business,Online Website,17721.249040755447,4658.187356113317,22379.436396868765,Regular,69.0
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-04-05 17:03:00,2025-04-05 17:33:00,0.5,Direct,Airbus A320,First Class,Direct Booking,11530.439664319754,200.0,11730.439664319754,Regular,78.0
Saudia,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-03-29 17:00:00,2025-03-29 22:47:23,5.78998390867903,2 Stops,Boeing 777,First Class,Travel Agency,70051.31532276065,14507.697298414098,84559.01262117476,Regular,49.0
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-03-09 05:12:00,2025-03-09 05:53:27,0.6910682043689729,Direct,Airbus A320,Business,Travel Agency,6055.286186795209,200.0,6255.286186795209,Regular,63.0
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-03-20 20:11:00,2025-03-21 00:44:19,4.555438886192676,Direct,Boeing 787,First Class,Online Website,212068.48772854375,35810.27315928157,247878.7608878253,Regular,7.0
Biman Bangladesh Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-09-07 13:50:00,2025-09-07 19:44:35,5.909964575580943,1 Stop,Boeing 777,Business,Travel Agency,109427.50312619208,20414.12546892881,129841.62859512088,Regular,78.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-06-20 16:15:00,2025-06-20 19:01:21,2.772642596597336,1 Stop,Boeing 737,Economy,Online Website,7043.651055227241,7056.547658284086,14100.198713511329,Regular,5.0
British Airways,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-05-25 12:42:00,2025-05-25 15:03:42,2.3619264653771403,1 Stop,Boeing 787,Economy,Direct Booking,64285.30119182796,11642.795178774191,75928.09637060216,Regular,14.0
Lufthansa,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-04-25 08:11:00,2025-04-25 11:09:39,2.9775136899947685,Direct,Boeing 737,First Class,Online Website,245775.2043133573,42866.2806470036,288641.4849603609,Regular,48.0
IndiGo,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-06-22 08:05:00,2025-06-22 10:41:45,2.612758159139821,1 Stop,Boeing 787,Economy,Online Website,7272.631714951367,7090.894757242705,14363.526472194071,Regular,75.0
AirAsia,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-10-18 07:13:00,2025-10-18 08:07:47,0.913110133751604,Direct,Airbus A320,First Class,Travel Agency,10651.496926755712,200.0,10851.496926755712,Regular,87.0
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-10-25 20:25:00,2025-10-26 00:12:42,3.7950695450215743,Direct,Boeing 787,Business,Travel Agency,15051.61467656772,6257.742201485158,21309.35687805288,Regular,83.0
